session,tstats_hit,tstats_hit_response,tstats_svs
m699462d20240113,-2.2170714497790662,3.2812725139254173,5.643837748145844
m754896d20250103,-5.63039026690781,5.098300760238841,3.973892484995009
m749472d20250101,-5.043459674123553,11.675463174620262,-1.2723227761578628
m699462d20240116,0.6339428637754888,2.1038814250415077,2.253188047271221
m699462d20240117,0.3357998375097285,5.16306571046864,1.3082861580442706
m754896d20250104,-6.463178563389912,-0.02391545768298213,2.8833652769958613
m754898d20250106,-2.967027102697787,0.9391858206650596,3.7923983014453335
mKJ007d20230707,1.3166585300609577,5.514702745791525,2.641995591251411
m749624d20250107,-3.1510020265443037,-1.410712854374579,0.4283486782949577
m749624d20250109,-4.095859432416497,-2.617404788544033,2.5417646369605684
m749472d20250106,-3.988596107043267,7.6883185615094245,0.7257615911911688
mKJ007d20230701,2.5250832275682393,8.263219398000027,2.0040897655340046
mKJ007d20230708,2.873628068376832,5.156425051950498,0.6544052391628994
mKJ007d20230629,0.23033381563658278,8.384258275725122,0.7896626795891803
mKJ007d20230704,-1.195855959975222,10.303699760172563,1.1461057541901967
mKJ007d20230630,0.44592083549732464,9.362514499631532,2.662622713174566
m749624d20250104,-2.6924604142183832,-3.293604456663901,5.416781418654374
mKJ007d20230705,2.3195651849570376,7.319239527327735,2.843949780745359
m754898d20250101,-4.054688538748613,0.8465277734689538,1.494223195995654
m699462d20240107,-1.0165734547455278,1.0332526924496908,3.6099576981891754
m754898d20241226,-3.2942185144590113,2.8158524801525115,2.250073140830383
mKJ007d20230711,-1.2781626615427089,-0.44952182236960614,1.052758771020294
m699462d20240109,0.49173123090321624,4.661703408866413,3.643253591382683
m754896d20250102,-2.810476538615896,10.914966447286348,4.493221926121358
m754896d20250107,-2.8078431773791044,3.1591627597732015,3.968483813565646
m754898d20250102,-1.7637280891177505,-0.11804616713348623,2.2874848580668634
m754898d20250104,0.8594811956756252,4.384911237606533,-0.5235950307266157
mKJ007d20230702,2.021222822670897,8.513548576867304,2.8398398765680266
m699462d20240103,-0.20340038450610745,0.38485024141363383,5.079887464768356
m754896d20250108,-1.7761330284865113,4.30738015073737,-0.4277770612095311
m699462d20240111,0.9252317541342474,3.0176329068301446,1.9988364136325225
m754898d20241230,-3.614454220015973,4.446250305022095,3.8566487805105445
m749472d20250108,-2.8252583554883444,7.868859582118378,2.054090005119827
m699472d20240102,5.715094777134313,4.043728814285475,1.104336464065201
m699472d20240105,-0.4794933598314427,2.9873357240505065,1.4768186056687282
m749472d20250104,-4.400903095330528,8.962314800998199,0.5722216770273197
mKJ007d20230624,1.2810713119298165,7.278219490703084,2.2890249934242353
m699472d20240113,-1.403467776092269,0.36904168021310213,1.4182553400485856
m699462d20240104,0.20720240012225513,3.118166486728033,5.297604567131357
m699462d20240114,1.7010901167851837,3.4690817021442952,-0.3988329730131493
m699472d20231221,1.500339352311693,1.4399345714190097,0.027619478792606036
m754896d20250106,-0.5423587214605697,0.5318649121800337,2.5901236173545463
mKJ007d20230626,0.6707242975899164,3.4628102940077756,2.0996030779928043
m749624d20250103,-4.5919734620588954,-1.6658365649806295,3.70491497549258
m749624d20250102,-1.928072816656597,-0.735646058753555,3.466398220507664
m749472d20241231,-3.963310125248157,10.983192041589941,2.437156293195237
mKJ007d20230703,1.7262995786135504,9.728421228337725,1.4807381732739726
m754896d20250109,-3.6168631432857516,-2.935572239592468,4.31576075796163
mKJ007d20230712,1.026640071828038,5.4344861019532384,0.17303543029612053
m699462d20240112,1.116280264753627,2.249840329981601,0.8566666897548514
m699462d20240108,1.1280430803304065,4.474733195462162,6.906140961719218
m699472d20240111,-1.4113377044311524,1.7309196024771485,1.8452384085544373
m699472d20240104,0.6019622540229739,1.0334991250918617,-1.6195061625268314
m754898d20241228,-0.5190625514987933,-1.5857131328695733,1.4874271286081673
m749472d20241228,-3.7833915141452406,4.48598848457032,-0.31020923375150883
mKJ007d20230706,-4.230109801280688,2.506491447944086,4.159423628427399
m699472d20240114,-1.1559563703613298,-1.4714908953628996,-0.03848710315023206
m749472d20241230,-3.7581688400495246,8.58936563774528,2.1700809339396665
m699472d20240117,-1.9954117233372997,1.679134315081476,3.382791647892751
m699462d20240106,0.11217122878918724,2.1424952975112905,7.917541753780408
m699472d20240103,-1.0780336530841665,0.0389029621670811,0.7398376938313718
mKJ007d20230710,0.3028258468599009,5.150604888561793,-1.3380445457735777
m699472d20240106,0.8882222382765045,1.908026452181928,0.5293042250659511
m749472d20250109,-3.5127598604494823,9.776264430758918,2.6227746461274037
m749472d20250103,-4.6072043602853565,11.42839465412987,3.029846349847942
